files	numero_controle_pncp	tamanho (MB)	url
BDI.pdf	87613188000121-1-000258/2024	0.32	https://pncp.gov.br/pncp-api/v1/orgaos/87613188000121/compras/2024/258/arquivos/3
ENCARGOS+SOCIAIS.pdf	87613188000121-1-000258/2024	0.38	https://pncp.gov.br/pncp-api/v1/orgaos/87613188000121/compras/2024/258/arquivos/4
CRONOGRAMA+FISICO+FINANCEIRO.pdf	87613188000121-1-000258/2024	0.33	https://pncp.gov.br/pncp-api/v1/orgaos/87613188000121/compras/2024/258/arquivos/5
art.pdf	87613188000121-1-000258/2024	0.04	https://pncp.gov.br/pncp-api/v1/orgaos/87613188000121/compras/2024/258/arquivos/6
Edital-Dispensa+Eletronica+n+90740-2024.pdf	13864377000130-1-001482/2024	0.96	https://pncp.gov.br/pncp-api/v1/orgaos/13864377000130/compras/2024/1482/arquivos/1
MEMORIA+DE+CALCULO.pdf	87613188000121-1-000258/2024	0.70	https://pncp.gov.br/pncp-api/v1/orgaos/87613188000121/compras/2024/258/arquivos/7
Logus+Consultoria+Curso+de+Capacitacao0131.pdf	18244350000169-1-000087/2024	9.41	https://pncp.gov.br/pncp-api/v1/orgaos/18244350000169/compras/2024/87/arquivos/1
PE+RP+056-2024-PML+Aquisicao+de+eletrodomesticos.pdf	76972074000151-1-000217/2024	0.87	https://pncp.gov.br/pncp-api/v1/orgaos/76972074000151/compras/2024/217/arquivos/1
TR.pdf	42498600000171-1-007044/2024	0.13	https://pncp.gov.br/pncp-api/v1/orgaos/42498600000171/compras/2024/7044/arquivos/1
Aviso+de+Dispensa+Eletronica+90096-2024+assinado.pdf	78680337000770-1-000510/2024	1.09	https://pncp.gov.br/pncp-api/v1/orgaos/78680337000770/compras/2024/510/arquivos/1
aviso+de+compra+direta+L.+14.133-21+sc+2074.pdf	48962625000160-1-000388/2024	0.66	https://pncp.gov.br/pncp-api/v1/orgaos/48962625000160/compras/2024/388/arquivos/1
3+COMPRASGOV.zip, 3 COMPRASGOV/, 3 COMPRASGOV/Anexo I - Termo de Referencia.pdf, 3 COMPRASGOV/Anexo II - Estudo Técnico Preliminar.pdf, 3 COMPRASGOV/Anexo III - Termo substitutivo ao contrato.pdf, 3 COMPRASGOV/_Aviso de Dispensa 90018CLA2024.pdf	00394429000100-1-002453/2024	1.22	https://pncp.gov.br/pncp-api/v1/orgaos/00394429000100/compras/2024/2453/arquivos/1
Anexos+I+%3BII+E+III+-+Aviso+Dispensa+Lei+14.133-21+SC+2074.pdf	48962625000160-1-000388/2024	1.44	https://pncp.gov.br/pncp-api/v1/orgaos/48962625000160/compras/2024/388/arquivos/2
Aviso+de+contratacao+direta+90029-2024.zip, Aviso-de-Contratacao-Direta-90029-2024.pdf, Anexo_I_-_Termo_de_Referencia_assinado.pdf	00394502000144-1-013840/2024	2.22	https://pncp.gov.br/pncp-api/v1/orgaos/00394502000144/compras/2024/13840/arquivos/1
753733.pdf	90256652000184-1-000282/2024	2.84	https://pncp.gov.br/pncp-api/v1/orgaos/90256652000184/compras/2024/282/arquivos/2
Projeto+Inexibiliadade.pdf	11285282000137-1-000073/2024	0.13	https://pncp.gov.br/pncp-api/v1/orgaos/11285282000137/compras/2024/73/arquivos/1
754158.pdf	90256652000184-1-000282/2024	5.85	https://pncp.gov.br/pncp-api/v1/orgaos/90256652000184/compras/2024/282/arquivos/3
AC88_2024.pdf	46374500000194-1-008227/2024	3.76	https://pncp.gov.br/pncp-api/v1/orgaos/46374500000194/compras/2024/8227/arquivos/1
Solicitacao+Inexigibilidade.pdf	11285282000137-1-000073/2024	0.11	https://pncp.gov.br/pncp-api/v1/orgaos/11285282000137/compras/2024/73/arquivos/2
Termo+Ratificacao.pdf	11285282000137-1-000073/2024	0.04	https://pncp.gov.br/pncp-api/v1/orgaos/11285282000137/compras/2024/73/arquivos/3
TERMO+DE+JUSTIFICATIVA+-+EEEFM+SENADOR+JOSE+GAUDENCIO.pdf	01742580000155-1-000001/2024	0.87	https://pncp.gov.br/pncp-api/v1/orgaos/01742580000155/compras/2024/1/arquivos/2
TERMO+DE+REFERENCIA+-+EEEFM+SENADOR+JOSE+GAUDENCIO.pdf	01742580000155-1-000001/2024	4.22	https://pncp.gov.br/pncp-api/v1/orgaos/01742580000155/compras/2024/1/arquivos/1
cp14510-09-24_082756.pdf	18677591000100-1-000347/2024	0.34	https://pncp.gov.br/pncp-api/v1/orgaos/18677591000100/compras/2024/347/arquivos/1
DFD+-+EEEFM+SENADOR+JOSE+GAUDENCIO.pdf	01742580000155-1-000001/2024	4.58	https://pncp.gov.br/pncp-api/v1/orgaos/01742580000155/compras/2024/1/arquivos/3
Lic+203+Inex+47+Fidene.pdf	87613188000121-1-000257/2024	0.99	https://pncp.gov.br/pncp-api/v1/orgaos/87613188000121/compras/2024/257/arquivos/1
cp14510-09-24_085406.pdf	18677591000100-1-000347/2024	1.03	https://pncp.gov.br/pncp-api/v1/orgaos/18677591000100/compras/2024/347/arquivos/2
proposta+contratada.pdf	87613188000121-1-000257/2024	1.37	https://pncp.gov.br/pncp-api/v1/orgaos/87613188000121/compras/2024/257/arquivos/2
dispensa.pdf	37622644000121-1-000014/2024	0.00	https://pncp.gov.br/pncp-api/v1/orgaos/37622644000121/compras/2024/14/arquivos/1
PE14924.pdf	87613188000121-1-000256/2024	1.20	https://pncp.gov.br/pncp-api/v1/orgaos/87613188000121/compras/2024/256/arquivos/1
notoria+especializacao.pdf	87613188000121-1-000257/2024	4.57	https://pncp.gov.br/pncp-api/v1/orgaos/87613188000121/compras/2024/257/arquivos/3
JUSTIFICATIVA+E+TR+AF+SERVICOS+MEDICOS.pdf	00136858000188-1-000320/2024	0.15	https://pncp.gov.br/pncp-api/v1/orgaos/00136858000188/compras/2024/320/arquivos/1
Capa_Licitacao_293_2024_2024.pdf	17935396000161-1-000220/2024	0.04	https://pncp.gov.br/pncp-api/v1/orgaos/17935396000161/compras/2024/220/arquivos/1
2---Edital-Material-de-limpeza.pdf	17935396000161-1-000220/2024	1.25	https://pncp.gov.br/pncp-api/v1/orgaos/17935396000161/compras/2024/220/arquivos/2
Fornecedores-Classificados-293_2024.pdf	17935396000161-1-000220/2024	0.04	https://pncp.gov.br/pncp-api/v1/orgaos/17935396000161/compras/2024/220/arquivos/3
Ata-Habilitados-293_2024.pdf	17935396000161-1-000220/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/17935396000161/compras/2024/220/arquivos/4
Vencedores-Disputa-293_2024.pdf	17935396000161-1-000220/2024	0.04	https://pncp.gov.br/pncp-api/v1/orgaos/17935396000161/compras/2024/220/arquivos/5
%22ETP.pdf	80673411000187-1-000499/2024	0.25	https://pncp.gov.br/pncp-api/v1/orgaos/80673411000187/compras/2024/499/arquivos/2
Termo+de+DL.pdf	80673411000187-1-000499/2024	0.44	https://pncp.gov.br/pncp-api/v1/orgaos/80673411000187/compras/2024/499/arquivos/1
%22TR.pdf	80673411000187-1-000499/2024	0.70	https://pncp.gov.br/pncp-api/v1/orgaos/80673411000187/compras/2024/499/arquivos/4
Ata-Sessao-293_2024.pdf	17935396000161-1-000220/2024	0.06	https://pncp.gov.br/pncp-api/v1/orgaos/17935396000161/compras/2024/220/arquivos/6
%22DFD.pdf	80673411000187-1-000499/2024	0.10	https://pncp.gov.br/pncp-api/v1/orgaos/80673411000187/compras/2024/499/arquivos/3
TR+E+DEMAIS+DOCS..pdf	15906662000100-1-000013/2024	10.15	https://pncp.gov.br/pncp-api/v1/orgaos/15906662000100/compras/2024/13/arquivos/1
%2Fvar%2Fwww%2Fhtml%2Fcamboriu.atende.net%2Ftemp%2FWCO%2FPNCP%2FEdital%2Fedital_112_2024_13231_documento.pdf	30753994000188-1-000129/2024	3.26	https://pncp.gov.br/pncp-api/v1/orgaos/30753994000188/compras/2024/129/arquivos/1
EDITAL_DE_LICITAO__AMPLIAO_DAS_ESCOLAS_PARTE_1.pdf	10462349000107-1-000048/2024	22.12	https://pncp.gov.br/pncp-api/v1/orgaos/10462349000107/compras/2024/48/arquivos/1
Certidao+de+Publicacao+11029.pdf	02394765000189-1-000390/2024	0.08	https://pncp.gov.br/pncp-api/v1/orgaos/02394765000189/compras/2024/390/arquivos/1
EDITAL_DE_LICITAO__AMPLIAO_DAS_ESCOLAS_PARTE_4.pdf	10462349000107-1-000048/2024	9.81	https://pncp.gov.br/pncp-api/v1/orgaos/10462349000107/compras/2024/48/arquivos/4
PE+SRP+025-2024+-+PA+CARREGADEIRA.pdf	13906409000113-1-000069/2024	6.69	https://pncp.gov.br/pncp-api/v1/orgaos/13906409000113/compras/2024/69/arquivos/1
EDITAL_DE_LICITAO__AMPLIAO_DAS_ESCOLAS_PARTE_3.pdf	10462349000107-1-000048/2024	21.51	https://pncp.gov.br/pncp-api/v1/orgaos/10462349000107/compras/2024/48/arquivos/3
Relatorio+de+Termo+de+Adjudicacao.pdf	02394765000189-1-000390/2024	0.13	https://pncp.gov.br/pncp-api/v1/orgaos/02394765000189/compras/2024/390/arquivos/2
EDITAL_DE_LICITAO__AMPLIAO_DAS_ESCOLAS_PARTE_2.pdf	10462349000107-1-000048/2024	23.49	https://pncp.gov.br/pncp-api/v1/orgaos/10462349000107/compras/2024/48/arquivos/2
Projeto+Basico.pdf	11285282000137-1-000072/2024	0.12	https://pncp.gov.br/pncp-api/v1/orgaos/11285282000137/compras/2024/72/arquivos/1
Solicitacao+Inexigibilidade.pdf	11285282000137-1-000072/2024	0.10	https://pncp.gov.br/pncp-api/v1/orgaos/11285282000137/compras/2024/72/arquivos/2
DE+90079.zip, DE 90079/, DE 90079/05 - AVISO 90079-2024 - mat telhados e mantas.pdf, DE 90079/06 - TR MAT telhado e manda 90079.pdf	00394502000144-1-013838/2024	0.37	https://pncp.gov.br/pncp-api/v1/orgaos/00394502000144/compras/2024/13838/arquivos/1
Termo+Ratificacao.pdf	11285282000137-1-000072/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/11285282000137/compras/2024/72/arquivos/3
5a7e3898-721d-496e-94d9-f2d88dba65d3.pdf	77996312000121-1-000317/2024	0.43	https://pncp.gov.br/pncp-api/v1/orgaos/77996312000121/compras/2024/317/arquivos/1
105305_editais_1729023715.zip, EDITAL 34 NOVO.pdf, MAPA 34 NOVO.pdf, ETP 34 NOVO.pdf	63761993000134-1-000137/2024	0.56	https://pncp.gov.br/pncp-api/v1/orgaos/63761993000134/compras/2024/137/arquivos/2
628e1b4c-d2dd-49fc-a4b1-f83dd379eaca.pdf	77996312000121-1-000317/2024	1.97	https://pncp.gov.br/pncp-api/v1/orgaos/77996312000121/compras/2024/317/arquivos/2
19aa9c85-8431-448d-b31b-49b43ef31165.pdf	77996312000121-1-000317/2024	2.46	https://pncp.gov.br/pncp-api/v1/orgaos/77996312000121/compras/2024/317/arquivos/4
1b238d10-c687-4a7b-b0bc-4337b6504870.pdf	77996312000121-1-000317/2024	24.93	https://pncp.gov.br/pncp-api/v1/orgaos/77996312000121/compras/2024/317/arquivos/3
arquivo.pdf	05816630000152-1-006510/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/05816630000152/compras/2024/6510/arquivos/1
1fac26ad-95be-42b9-a97e-22d667c7dee8.pdf	77996312000121-1-000317/2024	0.15	https://pncp.gov.br/pncp-api/v1/orgaos/77996312000121/compras/2024/317/arquivos/7
60E4419E-7379-41CD-8BFD-B00DA960698A.pdf	20897302000111-1-000043/2024	0.20	https://pncp.gov.br/pncp-api/v1/orgaos/20897302000111/compras/2024/43/arquivos/1
196b927b-a814-481c-a39e-b58fb320e4dc.pdf	77996312000121-1-000317/2024	27.75	https://pncp.gov.br/pncp-api/v1/orgaos/77996312000121/compras/2024/317/arquivos/5
0006553-76.2024.4.06.8000+artefatos.pdf	00508903000188-1-002566/2024	0.74	https://pncp.gov.br/pncp-api/v1/orgaos/00508903000188/compras/2024/2566/arquivos/1
RATIFICACAO+DISPENSA+RCA.pdf	88199971000153-1-000115/2024	0.10	https://pncp.gov.br/pncp-api/v1/orgaos/88199971000153/compras/2024/115/arquivos/1
CONTRATO+n70509012024.01.pdf	07566516000147-1-000050/2024	0.32	https://pncp.gov.br/pncp-api/v1/orgaos/07566516000147/compras/2024/50/arquivos/1
111672_editais_1729023650.zip, autorizacao_abertura_inexigibilidade_039_2024.pdf	17695008000112-1-000145/2024	0.05	https://pncp.gov.br/pncp-api/v1/orgaos/17695008000112/compras/2024/145/arquivos/1
TC_128___2024___ALY_DAVID.pdf	46392114000125-1-000509/2024	0.41	https://pncp.gov.br/pncp-api/v1/orgaos/46392114000125/compras/2024/509/arquivos/1
dispensa_inexigibilidade_15102024172003.pdf	05019767000186-1-000022/2024	0.34	https://pncp.gov.br/pncp-api/v1/orgaos/05019767000186/compras/2024/22/arquivos/1
DISPENSA+ELETRONICA+N+103-2024+-+SEMUS+-+PEDRO.pdf	24851511000185-1-000454/2024	0.48	https://pncp.gov.br/pncp-api/v1/orgaos/24851511000185/compras/2024/454/arquivos/1
754149.pdf	28610005000155-1-000085/2024	0.04	https://pncp.gov.br/pncp-api/v1/orgaos/28610005000155/compras/2024/85/arquivos/1
754148.doc	28610005000155-1-000085/2024	0.08	https://pncp.gov.br/pncp-api/v1/orgaos/28610005000155/compras/2024/85/arquivos/2
747042.pdf	90256652000184-1-000261/2024	1.03	https://pncp.gov.br/pncp-api/v1/orgaos/90256652000184/compras/2024/261/arquivos/2
747036.pdf	90256652000184-1-000261/2024	10.12	https://pncp.gov.br/pncp-api/v1/orgaos/90256652000184/compras/2024/261/arquivos/1
754147.pdf	90256652000184-1-000261/2024	8.73	https://pncp.gov.br/pncp-api/v1/orgaos/90256652000184/compras/2024/261/arquivos/3
754150.pdf	90256652000184-1-000261/2024	1.41	https://pncp.gov.br/pncp-api/v1/orgaos/90256652000184/compras/2024/261/arquivos/4
Dispensa+Eletronica+30_2024+-+Pecas+para+Viatura.pdf	00394452000103-1-019061/2024	0.75	https://pncp.gov.br/pncp-api/v1/orgaos/00394452000103/compras/2024/19061/arquivos/1
729781.pdf	87958658000199-1-000429/2024	1.34	https://pncp.gov.br/pncp-api/v1/orgaos/87958658000199/compras/2024/429/arquivos/1
729783.pdf	87958658000199-1-000429/2024	6.48	https://pncp.gov.br/pncp-api/v1/orgaos/87958658000199/compras/2024/429/arquivos/3
729787.pdf	87958658000199-1-000429/2024	2.56	https://pncp.gov.br/pncp-api/v1/orgaos/87958658000199/compras/2024/429/arquivos/5
729782.pdf	87958658000199-1-000429/2024	13.08	https://pncp.gov.br/pncp-api/v1/orgaos/87958658000199/compras/2024/429/arquivos/2
729788.pdf	87958658000199-1-000429/2024	0.95	https://pncp.gov.br/pncp-api/v1/orgaos/87958658000199/compras/2024/429/arquivos/6
729791.pdf	87958658000199-1-000429/2024	0.95	https://pncp.gov.br/pncp-api/v1/orgaos/87958658000199/compras/2024/429/arquivos/7
729784.pdf	87958658000199-1-000429/2024	6.48	https://pncp.gov.br/pncp-api/v1/orgaos/87958658000199/compras/2024/429/arquivos/4
729792.pdf	87958658000199-1-000429/2024	0.95	https://pncp.gov.br/pncp-api/v1/orgaos/87958658000199/compras/2024/429/arquivos/8
729794.pdf	87958658000199-1-000429/2024	3.06	https://pncp.gov.br/pncp-api/v1/orgaos/87958658000199/compras/2024/429/arquivos/9
729797.pdf	87958658000199-1-000429/2024	0.61	https://pncp.gov.br/pncp-api/v1/orgaos/87958658000199/compras/2024/429/arquivos/10
730235.pdf	87958658000199-1-000429/2024	0.06	https://pncp.gov.br/pncp-api/v1/orgaos/87958658000199/compras/2024/429/arquivos/11
730553.pdf	87958658000199-1-000429/2024	0.01	https://pncp.gov.br/pncp-api/v1/orgaos/87958658000199/compras/2024/429/arquivos/13
735610.pdf	87958658000199-1-000429/2024	0.07	https://pncp.gov.br/pncp-api/v1/orgaos/87958658000199/compras/2024/429/arquivos/14
735867.pdf	87958658000199-1-000429/2024	0.14	https://pncp.gov.br/pncp-api/v1/orgaos/87958658000199/compras/2024/429/arquivos/15
735870.pdf	87958658000199-1-000429/2024	0.14	https://pncp.gov.br/pncp-api/v1/orgaos/87958658000199/compras/2024/429/arquivos/16
735871.pdf	87958658000199-1-000429/2024	0.14	https://pncp.gov.br/pncp-api/v1/orgaos/87958658000199/compras/2024/429/arquivos/17
735873.pdf	87958658000199-1-000429/2024	0.14	https://pncp.gov.br/pncp-api/v1/orgaos/87958658000199/compras/2024/429/arquivos/18
735874.pdf	87958658000199-1-000429/2024	0.14	https://pncp.gov.br/pncp-api/v1/orgaos/87958658000199/compras/2024/429/arquivos/19
fc1a451e-6e4c-42ca-bf3e-533e663888a4.zip, Anexo II - Modelo de Proposta.docx, Anexo II - Modelo de Proposta.pdf, Minuta_Contrato.pdf, PE 17_24 - Reforma 1 e 2 - DA.pdf, Planilha para formaç╞o de preços.xlsx	77996312000121-1-000317/2024	13.12	https://pncp.gov.br/pncp-api/v1/orgaos/77996312000121/compras/2024/317/arquivos/6
737750.pdf	87958658000199-1-000429/2024	0.07	https://pncp.gov.br/pncp-api/v1/orgaos/87958658000199/compras/2024/429/arquivos/20
estudo-tecnico-preliminarpdf-1726081236.pdf	01612320000165-1-000045/2024	0.15	https://pncp.gov.br/pncp-api/v1/orgaos/01612320000165/compras/2024/45/arquivos/1
editalpdf-1726081237.pdf	01612320000165-1-000045/2024	1.35	https://pncp.gov.br/pncp-api/v1/orgaos/01612320000165/compras/2024/45/arquivos/2
737974.pdf	87958658000199-1-000429/2024	0.14	https://pncp.gov.br/pncp-api/v1/orgaos/87958658000199/compras/2024/429/arquivos/21
%2Fvar%2Fwww%2Fhtml%2Fcimcatarina.atende.net%2Ftemp%2FWCO%2FPNCP%2FEdital%2Fedital_101_2024_15907_documento.pdf	12075748000132-1-000109/2024	0.23	https://pncp.gov.br/pncp-api/v1/orgaos/12075748000132/compras/2024/109/arquivos/1
Aviso+e+seus+anexos+D.E+90049-2024.pdf	00394502000144-1-013836/2024	1.12	https://pncp.gov.br/pncp-api/v1/orgaos/00394502000144/compras/2024/13836/arquivos/1
Documentacao+material+controle+de+avarias.pdf	00394502000144-1-013837/2024	2.84	https://pncp.gov.br/pncp-api/v1/orgaos/00394502000144/compras/2024/13837/arquivos/1
TR.pdf	18128207000101-1-000332/2024	0.90	https://pncp.gov.br/pncp-api/v1/orgaos/18128207000101/compras/2024/332/arquivos/1
Modelo+Termo+de+Adesao+Voluntaria+de+Empresa+a+Politica+Antifraude+e+Anticorrupcao+do+MPMS.pdf	03983541000175-1-000001/2025	0.11	https://pncp.gov.br/pncp-api/v1/orgaos/03983541000175/compras/2025/1/arquivos/1
Anexo+III+-+Minuta+de+Contrato.pdf	03983541000175-1-000001/2025	0.72	https://pncp.gov.br/pncp-api/v1/orgaos/03983541000175/compras/2025/1/arquivos/2
Edital+Credenciamento+01-2024-Leiloeiro+pdf.pdf	03983541000175-1-000001/2025	0.33	https://pncp.gov.br/pncp-api/v1/orgaos/03983541000175/compras/2025/1/arquivos/3
Modelo+Declaracao+de+Parentesco.pdf	03983541000175-1-000001/2025	0.11	https://pncp.gov.br/pncp-api/v1/orgaos/03983541000175/compras/2025/1/arquivos/4
%2Fvar%2Fwww%2Fhtml%2Fpalhoca.atende.net%2Ftemp%2FWCO%2FPNCP%2FEdital%2Fedital_171_2024_13139_documento.pdf	12092636000190-1-000118/2024	0.15	https://pncp.gov.br/pncp-api/v1/orgaos/12092636000190/compras/2024/118/arquivos/1
%2Fvar%2Fwww%2Fhtml%2Fpalhoca.atende.net%2Ftemp%2FWCO%2FPNCP%2FEdital%2FETP__Linha_de_cuidado_oftalmo__Edital_052024.pdf	12092636000190-1-000118/2024	0.15	https://pncp.gov.br/pncp-api/v1/orgaos/12092636000190/compras/2024/118/arquivos/2
Anexo+I.1+-+Estudo+Tecnico+Preliminar.pdf	03983541000175-1-000001/2025	1.49	https://pncp.gov.br/pncp-api/v1/orgaos/03983541000175/compras/2025/1/arquivos/6
%2Fvar%2Fwww%2Fhtml%2Fpalhoca.atende.net%2Ftemp%2FWCO%2FPNCP%2FEdital%2FAnalise_de_Riscos__Linha_de_cuidado_Oftalmo__Edital_052024.pdf	12092636000190-1-000118/2024	0.15	https://pncp.gov.br/pncp-api/v1/orgaos/12092636000190/compras/2024/118/arquivos/3
Anexo+I+-+Termo+de+Referencia.pdf	03983541000175-1-000001/2025	1.22	https://pncp.gov.br/pncp-api/v1/orgaos/03983541000175/compras/2025/1/arquivos/5
%2Fvar%2Fwww%2Fhtml%2Fpalhoca.atende.net%2Ftemp%2FWCO%2FPNCP%2FEdital%2FFormalizacao_da_Demanda__SIM__linha_de_cuidado_oftalmologia__Edital_052024.pdf	12092636000190-1-000118/2024	0.34	https://pncp.gov.br/pncp-api/v1/orgaos/12092636000190/compras/2024/118/arquivos/4
%2Fvar%2Fwww%2Fhtml%2Fpalhoca.atende.net%2Ftemp%2FWCO%2FPNCP%2FEdital%2FTermo_de_Referencia__linha_de_cuidado_oftalmologia_1.pdf	12092636000190-1-000118/2024	0.74	https://pncp.gov.br/pncp-api/v1/orgaos/12092636000190/compras/2024/118/arquivos/5
TERMO+DE+JUSTIFICATIVA.pdf	00394502000144-1-013835/2024	6.47	https://pncp.gov.br/pncp-api/v1/orgaos/00394502000144/compras/2024/13835/arquivos/1
EDITAL+RETIFICADO.pdf	82915026000124-1-000035/2024	0.59	https://pncp.gov.br/pncp-api/v1/orgaos/82915026000124/compras/2024/35/arquivos/1
arquivo.pdf	13937057000163-1-000255/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/13937057000163/compras/2024/255/arquivos/1
JUSTIFICATIVA+E+TR+C+CHIOCHETA+E+CIA+LTDA.pdf	00136858000188-1-000319/2024	0.24	https://pncp.gov.br/pncp-api/v1/orgaos/00136858000188/compras/2024/319/arquivos/1
%2Fvar%2Fwww%2Fhtml%2Fmulti24%2Fsistemas%2Fmulti24%2Fassets%2Ftmp%2FREGULARIDADE+FISCAL.pdf	04217860000132-1-000475/2024	0.63	https://pncp.gov.br/pncp-api/v1/orgaos/04217860000132/compras/2024/475/arquivos/2
%2Fvar%2Fwww%2Fhtml%2Fmulti24%2Fsistemas%2Fmulti24%2Fassets%2Ftmp%2FPNCP.pdf	04217860000132-1-000475/2024	0.20	https://pncp.gov.br/pncp-api/v1/orgaos/04217860000132/compras/2024/475/arquivos/1
%2Fvar%2Fwww%2Fhtml%2Fmulti24%2Fsistemas%2Fmulti24%2Fassets%2Ftmp%2FPROPOSTA+CONTRATADA.pdf	04217860000132-1-000475/2024	0.06	https://pncp.gov.br/pncp-api/v1/orgaos/04217860000132/compras/2024/475/arquivos/3
259+-+Edital+Grades%2C+Corrimoes+-+PE+74+2024.pdf	82815085000120-1-000292/2024	0.66	https://pncp.gov.br/pncp-api/v1/orgaos/82815085000120/compras/2024/292/arquivos/1
AVISO+CONTRATACAO+DIRETA++FITA+ADESIVA.pdf	48664304000180-1-000303/2024	0.19	https://pncp.gov.br/pncp-api/v1/orgaos/48664304000180/compras/2024/303/arquivos/1
TERMO+DE+REFERENCIA++FITA+ADESIVA.pdf	48664304000180-1-000303/2024	0.15	https://pncp.gov.br/pncp-api/v1/orgaos/48664304000180/compras/2024/303/arquivos/2
ebbd56453d051a202f46a1be3265121e63dc7ae5.pdf	13626205000129-1-000097/2024	0.28	https://pncp.gov.br/pncp-api/v1/orgaos/13626205000129/compras/2024/97/arquivos/1
edital_dispensa0524.docx	24976961000102-1-000007/2024	0.39	https://pncp.gov.br/pncp-api/v1/orgaos/24976961000102/compras/2024/7/arquivos/1
%2Fvar%2Fwww%2Fhtml%2Fpatobragado.atende.net%2Ftemp%2FWCO%2FPNCP%2FEdital%2Fedital_183_2024_3040_documento.pdf	95719472000105-1-000164/2024	0.75	https://pncp.gov.br/pncp-api/v1/orgaos/95719472000105/compras/2024/164/arquivos/1
TR+235.2024.pdf	33781055000135-1-002110/2024	3.98	https://pncp.gov.br/pncp-api/v1/orgaos/33781055000135/compras/2024/2110/arquivos/1
235%2F2024.pdf	33781055000135-1-002110/2024	0.12	https://pncp.gov.br/pncp-api/v1/orgaos/33781055000135/compras/2024/2110/arquivos/2
anexo-i-termo-de-referencia-nova-escolapdf-1729023375.pdf	07598618000144-1-000069/2024	1.94	https://pncp.gov.br/pncp-api/v1/orgaos/07598618000144/compras/2024/69/arquivos/2
edital-de-de-pre-qualificacao-nova-escolapdf-1729023094.pdf	07598618000144-1-000069/2024	8.14	https://pncp.gov.br/pncp-api/v1/orgaos/07598618000144/compras/2024/69/arquivos/1
111671_editais_1729023352.zip, EDITAL 001 APAE PREGAO 79 (1).pdf	63761993000134-1-000174/2024	0.81	https://pncp.gov.br/pncp-api/v1/orgaos/63761993000134/compras/2024/174/arquivos/1
anexo-ii-projeto-basico-nova-escolapdf-1729023430.pdf	07598618000144-1-000069/2024	6.23	https://pncp.gov.br/pncp-api/v1/orgaos/07598618000144/compras/2024/69/arquivos/3
aviso-de-publicacao-nova-escolapdf-1729023470.pdf	07598618000144-1-000069/2024	0.09	https://pncp.gov.br/pncp-api/v1/orgaos/07598618000144/compras/2024/69/arquivos/4
document+%2854%29.pdf	26989715000102-1-002118/2024	0.20	https://pncp.gov.br/pncp-api/v1/orgaos/26989715000102/compras/2024/2118/arquivos/1
